"","990
038","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
050","4","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
051","2","***","","","","","","","","","",".",".","",".",".","",".",".","."
"Research and Thesis","Course Total","24","",".",".",".",".",".",".",".","100.0",".",".","",".",".","",".",".",".","."
"684
N E","Dept. Total","392","3.524","36.2","26.0","12.2","2.0","2.3","0.3","0.3","19.9","0.5",".","",".","0.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","",".","",".",".","",".",".",".","."
"Sophomore","","39","3.457","23.1","46.2","30.8",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","29","3.482","37.9","31.0","27.6",".","3.4",".",".",".",".",".","",".",".","",".",".",".","."
"Senior","","164","3.507","46.3","35.4","9.8","3.7","3.7","0.6","0.6",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","236","3.485","40.7","36.4","16.1","2.5","3.4","0.4","0.4",".",".",".","",".",".","",".",".",".","."
"Graduate","","159","3.661","30.8","10.1","6.3","1.3","0.6",".",".","49.1","1.3",".","",".","0.6","",".",".",".","."
"","Dept. Total","395","3.524","36.7","25.8","12.2","2.0","2.3","0.3","0.3","19.7","0.5",".","",".","0.3","",".",".",".","."
