"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PUBLIC HEALTH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"828
PUBLHLTH","","","","","","","","","","","","","","","","","","",""
"Intro to Global Health","710
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"GlobalHealthSystemsGovernance","711
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","19","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","712
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"GlobalHealthInfectDis","Course Total","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GlobalHealthNonCommDiseases","713
001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GlobalHlthFieldWorkFundamentls","714
001","24","3.917","95.8",".",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Global Health Issue Analysis","715
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Med & Public Health","777
001","7","",".",".",".",".",".",".",".","85.7","14.3",".",".",".",".",".",".","."
"Quant Approaches to PublicHlth","784
001","38","3.514","47.4","28.9","13.2","2.6","2.6",".","2.6",".",".",".",".",".","2.6",".",".","."
"PH and HC Systems","785
001","37","3.919","97.3",".",".",".",".","2.7",".",".",".",".",".",".",".",".",".","."
"Plnng & Mngmt to Promote Hlth","786
001","38","3.986","94.7","2.6",".",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"MPH Applied Practice Exp Semin","787
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Applied Practice Experience","788
001","6","",".",".",".",".",".",".",".","83.3",".",".",".",".","16.7",".",".","."
"PH Social Justice:Tools/Models","790
001","16","3.750","75.0","12.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Public Health Leadership","793
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"828
PUBLHLTH","Dept. Total","286","3.855","71.7","4.9","2.1","0.3","1.4","0.3","0.3","17.5","0.3",".",".",".","1.0",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"828
PUBLHLTH","","","","","","","","","","","","","","","","","","",""
