"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","16953","3.518","51.2","18.4","13.0","5.3","3.8","1.1","0.4","5.2","0.1","0.8","",".","0.6","0.1","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","211","3.251","53.6","12.8","16.6","7.1","5.2","2.4","1.9",".",".",".","",".",".",".","0.5",".","."
"Sophomore","","1919","3.422","58.9","14.2","11.4","6.5","6.1","1.7","0.6",".",".",".","",".",".","0.2","0.6",".","."
"Junior","","4046","3.412","50.4","19.9","15.1","7.2","5.0","1.5","0.5",".",".","0.2","",".",".","0.1","0.0",".","."
"Senior","","8445","3.538","54.1","20.6","14.4","5.3","3.6","1.0","0.3","0.1",".","0.5","",".",".","0.1","0.0",".","."
"Undergraduates","","14621","3.488","53.7","19.5","14.2","6.0","4.3","1.3","0.4","0.0",".","0.3","",".",".","0.1","0.1",".","."
"Special","","157","3.532","53.5","17.2","10.2","3.2","1.3","0.6","3.2","8.3",".",".","",".",".",".",".","2.5","."
"Graduate","","2751","3.794","44.8","9.3","3.9","0.7","0.4","0.0","0.2","33.5","0.5","3.0","",".","3.5","0.1",".","0.1","."
"Prof Yr 3","","4","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","4.000","25.0",".",".",".",".",".",".","75.0",".",".","",".",".",".",".",".","."
"","College Total","17533","3.518","52.3","17.8","12.5","5.1","3.7","1.1","0.4","5.4","0.1","0.8","",".","0.5","0.1","0.1","0.0","."
