"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"ANTHROPOLOGY","Section","#","Ave","A","AB","","B","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","","","","","",""
"990","027","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","028","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","041","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","068","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","069","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","075","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","079","4","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","080","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","085","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","24","",".","",".",".",".","",".","",".","",".","75.0","",".",".",".","25.0",".",".",".","."
"999","028","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","035","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","051","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","068","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","069","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","075","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","084","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","085","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","Course Total","15","3.902","86.7","",".","6.7",".","",".","",".","",".",".","",".",".",".",".",".",".","6.7","."
