"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","",""
"The Digital Age","150","001","","38","3.684","36.8","63.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Inequality","160","001","","15","3.731","53.3","26.7",".","6.7",".",".",".","6.7",".",".",".",".",".",".","6.7","."
"Making of Modern Science","202","001","","28","3.952","67.9","7.1",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"","211","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","211","002","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Historian's Craft (HSMT)","","Course Total","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bodies, Diseases, and Healers","212","001","","85","3.545","31.8","18.8","9.4","2.4","1.2",".","1.2",".",".",".",".",".",".","35.3",".","."
"Glbl Envir Hlth:Interdis Intro","213","001","","55","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dev Public Health-America","509","001","","16","3.563","56.3","18.8","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"Health and the Humanities","525","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Medvl Renaiss&17C Sci","903","001","","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Smr-18th Century Science","911","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Special Topics","921","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","","9","",".",".",".",".",".",".",".","55.6",".",".",".","44.4",".",".",".","."
"Independent Work","999","114","","2","***","","","","","","","","","",".",".",".",".",".",".","."
