"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","",""
"102","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"102","002","12","3.292","25.0","41.7","25.0",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","Course Total","17","3.206","29.4","29.4","29.4",".",".","11.8",".",".",".",".",".",".",".",".",".","."
"Second Semester Swedish
112","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Danish
122","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Norwegian
202","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Swedish
212","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Humans and Other Animals
321","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"WWII in Nordic Culture
348","001","12","3.938","58.3","8.3",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Contemporary Scand Langs
401","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit
411","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Drama of Henrik Ibsen
422","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings
430","001","12","3.714","33.3","16.7","8.3",".",".",".",".","41.7",".",".",".",".",".",".",".","."
"Nordic Filmmakers
439","001","14","3.962","85.7","7.1",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Directed Study
699","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","077","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","8","3.850","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Special Topics
901","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","",""
