"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","27","3.907","88.9","3.7","7.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","105","3.429","53.3","14.3","14.3","4.8","12.4",".","1.0",".",".",".",".",".",".",".",".","."
"","203
002","80","3.424","48.8","21.3","16.3","5.0","2.5","2.5","2.5",".",".",".",".",".","1.3",".",".","."
"Signals, Information & Comp","Course Total","185","3.427","51.4","17.3","15.1","4.9","8.1","1.1","1.6",".",".",".",".",".","0.5",".",".","."
"","210
001","96","3.901","94.8","1.0","2.1",".",".","1.0","1.0",".",".",".",".",".",".",".",".","."
"","210
002","83","3.994","98.8","1.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Electrical Engr","Course Total","179","3.944","96.6","1.1","1.1",".",".","0.6","0.6",".",".",".",".",".",".",".",".","."
"","222
001","116","3.772","79.3","8.6","8.6","0.9","0.9",".","1.7",".",".",".",".",".",".",".",".","."
"","222
002","44","3.852","81.8","6.8","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electrodynamics I","Course Total","160","3.794","80.0","8.1","9.4","0.6","0.6",".","1.3",".",".",".",".",".",".",".",".","."
"","230
001","131","3.531","55.7","17.6","9.2","9.9","6.9",".",".",".",".",".",".",".","0.8",".",".","."
"","230
002","65","3.108","24.6","27.7","18.5","15.4","9.2","3.1","1.5",".",".",".",".",".",".",".",".","."
"Circuit Analysis","Course Total","196","3.390","45.4","20.9","12.2","11.7","7.7","1.0","0.5",".",".",".",".",".","0.5",".",".","."
"Intro-Solid State Electronics","235
001","86","3.140","24.4","20.9","29.1","14.0","10.5",".","1.2",".",".",".",".",".",".",".",".","."
"","252
001","90","3.383","41.1","27.8","16.7","4.4","7.8",".","2.2",".",".",".",".",".",".",".",".","."
"","252
003","35","3.250","42.9","8.6","20.0","11.4","11.4","2.9",".","2.9",".",".",".",".",".",".",".","."
"","252
005","41","3.146","29.3","26.8","14.6","7.3","19.5","2.4",".",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","166","3.297","38.6","23.5","16.9","6.6","11.4","1.2","1.2","0.6",".",".",".",".",".",".",".","."
"","270
001","91","3.841","83.5","5.5","7.7","2.2","1.1",".",".",".",".",".",".",".",".",".",".","."
"","270
002","94","3.761","75.5","11.7","7.4","2.1","2.1","1.1",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory I","Course Total","185","3.800","79.5","8.6","7.6","2.2","1.6","0.5",".",".",".",".",".",".",".",".",".","."
"","271
001","30","2.567","16.7","23.3","6.7","23.3","13.3","3.3","13.3",".",".",".",".",".",".",".",".","."
"","271
002","27","2.926","22.2","14.8","25.9","7.4","25.9","3.7",".",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","57","2.737","19.3","19.3","15.8","15.8","19.3","3.5","7.0",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","38","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
001","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","313
002","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","Course Total","22","3.932","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
002","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
004","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
005","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
006","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","92","3.973","96.7","1.1","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
001","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","317
003","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
