"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"682","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","150","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","151","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","154","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","157","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","168","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","77","3.981","98.7",".","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Genetics II
702","001","","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods&Logic-Genetic Analysis
708","001","","15","3.467","46.7","20.0","20.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Genomic Epidemiology
849","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","002","","6","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"875","003","","8","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","20","3.654","45.0","40.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
