"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3571","3.730","70.2","13.2","8.7","2.9","1.3","0.2","0.1","1.8","",".","1.5","",".","0.1","0.1",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.842","80.0","10.0","10.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","56","3.966","94.6","5.4",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","29","3.973","96.6","3.4",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","127","3.838","81.9","9.4","6.3","2.4",".",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","222","3.882","86.9","7.7","4.1","1.4",".",".",".",".","",".",".","",".",".",".",".",".","."
"Special","","49","3.601","57.1","12.2","8.2",".","2.0",".","4.1","14.3","",".",".","",".",".","2.0",".",".","."
"Graduate","","410","3.894","64.9","5.9","1.7","0.2","0.2","0.2","0.2","13.7","",".","11.2","",".","0.7","0.7",".","0.2","."
"Prof Yr 1","","966","3.616","66.9","14.8","11.6","3.1","2.4","0.5","0.1",".","",".","0.6","",".",".",".",".",".","."
"Prof Yr 2","","933","3.592","61.6","17.9","13.7","5.1","1.6",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","","720","3.768","77.2","13.3","6.3","2.4","0.7",".",".",".","",".",".","",".","0.1",".",".",".","."
"Prof Yr 4","","271","3.916","89.3","6.6","2.6","1.1","0.4",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","2890","3.706","69.9","14.7","10.1","3.4","1.5","0.2","0.0",".","",".","0.2","",".","0.0",".",".",".","."
"","College Total","3571","3.730","70.2","13.2","8.7","2.9","1.3","0.2","0.1","1.8","",".","1.5","",".","0.1","0.1",".","0.0","."
