"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","146","3.784","82.2","4.8","2.1","0.7","3.4",".","2.1","4.8",".",".",".",".",".",".",".","."
"Jazz in 20th-Century America","102
001","324","3.832","81.5","9.9","4.9","0.6","1.2","0.3","0.6","0.9",".",".",".",".",".",".",".","."
"","113
001","540","3.752","81.1","7.2","2.4","2.2","2.4","0.9","1.9",".",".",".",".",".",".","1.3","0.6","."
"","113
002","675","3.925","93.5","2.4","1.3","0.7","0.9","0.3","0.3","0.3",".",".",".",".",".",".","0.3","."
"","113
003","611","3.803","88.2","0.5","4.7","0.8","2.1","0.8","1.6",".",".",".",".",".",".",".","1.1","."
"Music in Performance","Course Total","1826","3.833","88.1","3.2","2.8","1.2","1.8","0.7","1.2","0.1",".",".",".",".",".","0.4","0.7","."
"","122
001","16","3.781","81.3","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","122
002","38","3.408","60.5","13.2","10.5","5.3",".","7.9","2.6",".",".",".",".",".",".",".",".","."
"Musica Practica 2","Course Total","54","3.519","66.7","11.1","9.3","3.7","1.9","5.6","1.9",".",".",".",".",".",".",".",".","."
"","151
001","38","3.855","86.8","5.3","2.6","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"","151
002","56","3.400","48.2","19.6","14.3","8.9","1.8","3.6","1.8",".",".",".",".",".",".",".","1.8","."
"","151
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","95","3.580","63.2","13.7","10.5","6.3","2.1","2.1","1.1",".",".",".",".",".",".",".","1.1","."
"","172
103","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","172
104","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","172
105","10","3.350","60.0","10.0","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".","."
"","172
106","9","3.389","66.7",".",".","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"","172
107","9","3.389","55.6","11.1","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","172
108","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 2","Course Total","54","3.611","68.5","13.0","7.4","1.9","5.6","3.7",".",".",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","212
001","72","3.606","72.2","4.2","4.2","1.4","4.2","2.8","2.8","8.3",".",".",".",".",".",".",".","."
"Musica Practica 4","222
001","30","3.817","83.3","6.7","3.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
"Jazz Theory & Composition","229
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","240
001","40","3.913","92.5","2.5","2.5",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"","240
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Interplay betw Music, Art, Soc","Course Total","41","3.915","92.7","2.4","2.4",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"Intro. Conducting and Pedagogy","252
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","254
028","6","3.500","83.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".",".","."
"","254
043","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","13","3.769","92.3",".",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop","257
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","260
001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","260
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Global Hand Drumming Ensemble","Course Total","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"","262
050","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
064","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
090","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
096","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
101","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
150","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 313 of 493",""
