"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","Dept. Total","292","3.779","57.2","20.2","3.4","1.4","0.7","",".","0.3","4.5","",".",".","",".","1.4","0.3","10.3","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.647","52.9","29.4","11.8","5.9",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","67","3.724","55.2","38.8","3.0","1.5","1.5","",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","72","3.861","77.8","18.1","2.8","1.4",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","68","3.757","73.5","17.6","4.4","1.5","1.5","",".","1.5",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","224","3.772","67.9","25.0","4.0","1.8","0.9","",".","0.4",".","",".",".","",".",".",".",".",".","."
"Special","","42","3.500","2.4","2.4","2.4",".",".","",".",".","19.0","",".",".","",".",".",".","71.4","2.4","."
"Graduate","","26","3.935","53.8","7.7",".",".",".","",".",".","19.2","",".",".","",".","15.4","3.8",".",".","."
"","Dept. Total","292","3.779","57.2","20.2","3.4","1.4","0.7","",".","0.3","4.5","",".",".","",".","1.4","0.3","10.3","0.3","."
