"AGRICULTURAL AND APPLIED E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"990","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"990","095","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","098","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","103","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","37","",".",".",".",".",".",".",".","62.2",".",".",".","37.8",".",".",".","."
"999","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","","2","***","","","","","","","","","","","","","","","",""
