"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"Theory of Single Variable Calc","Course Total","88","2.994","36.4","11.4","20.5","10.2","10.2","6.8","4.5",".",".",".",".",".",".",".",".","."
"","431
001","24","3.292","50.0","16.7","16.7",".","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","431
002","35","3.000","20.0","11.4","37.1","5.7","22.9",".",".",".",".",".",".",".","2.9",".",".","."
"","431
003","22","3.500","50.0","4.5","36.4",".","4.5",".",".",".",".",".",".",".","4.5",".",".","."
"Intro-Theory of Probability","Course Total","81","3.222","37.0","11.1","30.9","2.5","13.6","1.2","1.2",".",".",".",".",".","2.5",".",".","."
"","435
001","15","3.400","40.0","13.3","33.3","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","435
002","15","3.233","40.0",".","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","Course Total","30","3.317","40.0","6.7","33.3","16.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"Applied Linear Algebra","443
001","47","3.011","29.8","2.1","36.2","17.0","10.6","2.1","2.1",".",".",".",".",".",".",".",".","."
"Graphs & Networks in Data Sci","444
001","69","2.971","30.4","10.1","30.4","7.2","8.7","13.0",".",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","18","3.556","61.1","22.2","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Introduction to Number Theory","467
001","31","2.484","22.6","12.9","12.9","6.5","22.6","12.9","9.7",".",".",".",".",".",".",".",".","."
"","475
001","17","3.176","23.5","17.6","29.4","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","475
002","15","3.400","33.3","20.0","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","475
003","17","3.294","41.2","17.6","17.6","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","49","3.286","32.7","18.4","28.6","14.3","6.1",".",".",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","42","2.976","35.7","19.0","2.4","14.3","19.0","7.1","2.4",".",".",".",".",".",".",".",".","."
"Numerical Analysis","514
001","34","3.773","64.7","26.5","2.9",".","2.9",".",".",".",".",".",".",".",".","2.9",".","."
"Ordinary Differentl Equations","519
001","32","3.758","71.9","9.4","12.5",".","3.1",".",".",".",".",".",".",".","3.1",".",".","."
"","521
001","35","3.618","60.0","22.9","8.6",".","2.9",".","2.9",".",".",".",".",".","2.9",".",".","."
"","521
002","40","3.288","37.5","17.5","22.5","10.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","521
003","33","3.015","39.4","9.1","15.2","18.2","6.1","9.1","3.0",".",".",".",".",".",".",".",".","."
"","521
004","24","3.042","41.7","12.5","4.2","20.8","12.5","4.2","4.2",".",".",".",".",".",".",".",".","."
"Analysis I","Course Total","132","3.260","44.7","15.9","13.6","11.4","8.3","3.0","2.3",".",".",".",".",".","0.8",".",".","."
"Analysis II","522
001","23","3.295","43.5","4.3","26.1","8.7","13.0",".",".","4.3",".",".",".",".",".",".",".","."
"Linear Optimization","525
001","28","2.982","32.1","7.1","21.4","10.7","25.0","3.6",".",".",".",".",".",".",".",".",".","."
"Probability Theory","531
001","31","3.133","35.5","9.7","25.8","9.7","9.7","6.5",".",".",".",".",".",".",".",".","3.2","."
"Math Methods in Data Science","535
001","46","3.870","82.6","8.7","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","541
001","30","3.700","70.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","541
002","35","2.576","17.1","14.3","14.3","14.3","14.3","17.1","2.9",".",".",".",".",".","2.9",".","2.9","."
"","541
003","33","2.953","30.3","18.2","15.2","3.0","21.2","6.1","3.0",".",".",".",".",".","3.0",".",".","."
"Modern Algebra","Course Total","98","3.058","37.8","14.3","13.3","9.2","12.2","8.2","2.0",".",".",".",".",".","2.0",".","1.0","."
"Modern Algebra","542
001","31","3.339","45.2","16.1","22.6","6.5","6.5",".","3.2",".",".",".",".",".",".",".",".","."
"Elementary Topology","551
001","41","3.313","58.5","2.4","19.5",".","9.8","2.4","4.9",".",".",".",".",".","2.4",".",".","."
"Elem Geom & Alg Topology","552
001","13","3.538","46.2","46.2",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"Differential Geometry","561
001","22","3.500","50.0","22.7","9.1","9.1",".","4.5",".",".",".",".",".",".","4.5",".",".","."
"Modern Number Theory","567
001","16","3.219","37.5","31.3","12.5",".","12.5",".","6.3",".",".",".",".",".",".",".",".","."
"Data-Driven Stochastic Models","616
001","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Measure & Integration","629
001","17","3.344","47.1","11.8","17.6","5.9","5.9","5.9",".",".",".",".",".",".","5.9",".",".","."
"Intro-Stochastic Processes","632
001","56","3.009","17.9","23.2","30.4","10.7","12.5","5.4",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 304 of 493",""
