"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Trial Advocacy","Course Total","42","",".",".",".",".",".",".",".","64.3",".",".",".",".",".",".",".","35.7"
"","853
001","6","",".",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","66.7"
"","853
002","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","853
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
005","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".",".",".","33.3"
"","853
006","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","853
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","853
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mock Trial","Course Total","41","",".",".",".",".",".",".",".","82.9",".",".",".",".",".",".",".","17.1"
"","854
001","14","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
002","10","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
003","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
005","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
007","15","",".",".",".",".",".",".",".","73.3",".",".",".",".",".",".",".","26.7"
"","854
008","27","",".",".",".",".",".",".",".","59.3",".",".",".",".",".",".",".","40.7"
"","854
009","8","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
011","10","",".",".",".",".",".",".",".","50.0",".",".",".",".","10.0",".",".","40.0"
"","854
012","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
013","8","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","50.0"
"","854
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","134","",".",".",".",".",".",".",".","67.2",".",".",".",".","0.7",".",".","32.1"
"","855
001","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
003","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","855
005","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","855
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Placement","Course Total","95","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Legl Assist Incarcerated Ppl","862
001","13","",".",".",".",".",".",".",".","53.8",".",".",".",".",".",".",".","46.2"
"International Tax","870
001","9","2.000","44.4",".",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"International Trade Law","871
001","28","1.385","10.7",".","28.6",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journal","895
001","71","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","41","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","897
001","84","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","7","0.571","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
002","9","0.889","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","8","1.000","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
