"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","Dept. Total","584","3.699","65.8","14.9","7.7","2.1","2.1","0.9","1.0","0.9","",".","1.2","",".","",".","",".",".","3.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.548","56.7","26.7","6.7","3.3","3.3",".","3.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","90","3.653","67.8","15.6","10.0","1.1","3.3","1.1","1.1",".","",".",".","",".","",".","",".",".",".","."
"Junior","","152","3.695","71.1","12.5","7.9","3.9","2.6","1.3","0.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","261","3.717","67.8","16.5","8.0","1.5","1.5","0.8","1.1",".","",".","2.7","",".","",".","",".",".",".","."
"Undergraduates","","533","3.690","68.1","15.8","8.3","2.3","2.3","0.9","1.1",".","",".","1.3","",".","",".","",".",".",".","."
"Special","","26","3.733","7.7","7.7",".",".",".",".",".","3.8","",".",".","",".","",".","",".",".","80.8","."
"Graduate","","25","3.954","76.0","4.0","4.0",".",".",".",".","16.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","584","3.699","65.8","14.9","7.7","2.1","2.1","0.9","1.0","0.9","",".","1.2","",".","",".","",".",".","3.6","."
