"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","13815","3.639","64.0","12.1","9.9","3.3","3.2","1.0","0.4","3.7","0.0","0.5","",".","1.6","0.1","0.0","0.2","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","438","3.641","68.0","11.6","9.4","3.2","3.7","2.1","0.2",".",".","1.8","",".",".",".",".",".","."
"Sophomore","","2087","3.670","70.0","13.0","7.0","3.7","3.4","1.3","0.3",".",".","1.1","",".",".","0.1",".",".","."
"Junior","","3475","3.625","67.0","12.0","11.7","3.7","3.9","0.9","0.7",".",".","0.2","",".","0.0","0.0",".","0.0","."
"Senior","","5819","3.614","65.6","13.4","11.6","3.9","3.7","1.3","0.3","0.1",".",".","",".","0.0","0.1",".",".","."
"Undergraduates","","11819","3.628","66.9","12.9","10.7","3.8","3.7","1.2","0.4","0.0",".","0.3","",".","0.0","0.1",".","0.0","."
"Special","","168","3.398","32.7","8.9","10.7","3.0","2.4",".","2.4","26.2",".",".","",".",".",".","1.8","11.9","."
"Graduate","","1816","3.810","48.4","7.7","4.1","0.2","0.3","0.1","0.1","25.5","0.1","1.4","",".","12.1","0.2",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","7","4.000","57.1",".",".",".",".",".",".","14.3",".",".","",".","28.6",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".","",".","33.3",".",".",".","."
"Professionals","","12","4.000","58.3",".",".",".",".",".",".","16.7",".",".","",".","25.0",".",".",".","."
"","College Total","13815","3.639","64.0","12.1","9.9","3.3","3.2","1.0","0.4","3.7","0.0","0.5","",".","1.6","0.1","0.0","0.2","."
