"L&S","","","","","","","","","","","","","","","","","","","","","",""
"GENDER AND WOMEN'S STUDIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
963
GEN&WS","1450","3.668","65.6","18.9","8.3","2.6","2.7","1.0","0.6","0.1","",".",".","",".","",".","",".",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"963
GEN&WS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","132","3.467","46.2","28.0","15.2","4.5","3.0","1.5","1.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","458","3.611","58.1","22.7","11.1","3.5","3.3","0.7","0.7",".","",".",".","",".","",".","",".",".",".","."
"Junior","368","3.694","68.2","18.2","6.8","2.7","2.4","1.1","0.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","419","3.730","73.7","14.6","5.7","1.4","2.6","1.4","0.5",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","1377","3.655","64.4","19.5","8.7","2.8","2.8","1.1","0.7",".","",".",".","",".","",".","",".",".",".","."
"Special","3","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","70","3.943","88.6","7.1","1.4",".",".",".",".","1.4","",".",".","",".","",".","",".",".","1.4","."
"Dept. Total","1450","3.668","65.6","18.9","8.3","2.6","2.7","1.0","0.6","0.1","",".",".","",".","",".","",".",".","0.1","."
