"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Honors Thesis","682
001","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","699
001","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"942
THEATRE","Dept. Total","1039","3.778","80.0","9.7","4.3","1.8","2.0","0.4","1.1","",".","",".",".","",".","0.1","0.5","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.749","75.7","13.5","6.8","1.4",".",".","2.7","",".","",".",".","",".",".",".",".",".","."
"Sophomore","","273","3.729","79.5","10.6","2.6","2.2","2.6","0.4","2.2","",".","",".",".","",".",".",".",".",".","."
"Junior","","254","3.824","79.9","11.0","5.1","0.8","2.0","0.4",".","",".","",".",".","",".",".","0.8",".",".","."
"Senior","","427","3.790","80.8","8.0","4.7","2.3","2.1","0.5","0.5","",".","",".",".","",".","0.2","0.7","0.2",".","."
"Undergraduates","","1028","3.779","79.9","9.8","4.4","1.8","2.0","0.4","1.0","",".","",".",".","",".","0.1","0.5","0.1",".","."
"Special","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","10","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1039","3.778","80.0","9.7","4.3","1.8","2.0","0.4","1.1","",".","",".",".","",".","0.1","0.5","0.1",".","."
