"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"APPLIED BIOTECHNOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"160
ABT","","","","","","","","","","","","","","","","","","","",""
"Ethics, Safety, and Regulation","705
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof & Tech Comm in Biotech","710
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Techniques in Biotechnology","715
001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Exprmntl Design Analys Biotech","720
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ldrship in Organizations","725
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Indust Applic in Reg Affairs","745
001","","12","3.583","50.0","33.3","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Global Ops and Supply Chain","755
001","","6","3.583","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Quality & Project Management","760
001","","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tools for Data Analysis","775
001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bioinformatic Inquiry","780
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Capstone","789
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone","790
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"160
ABT","Dept. Total","","97","3.827","73.2","22.7","2.1","1.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"160
ABT","","","","","","","","","","","","","","","","","","","",""
