"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"University Opera
556","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Opera Workshop
557","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Chorale
56","001","","47","3.979","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prac Adv Studio Teach-Piano
560","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"562","066","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"562","196","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565","032","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"565","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"565","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Woodwind","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"567","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"567","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"567","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"567","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-Brass","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Ensemble-Percussion
568","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"569","071","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"569","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Ensemble-String","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra
570","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wind Ensemble
574","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Concert Band
576","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Chorale
577","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Concert Choir
578","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Chorus
59","001","","69","3.993","98.6","1.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"60","001","","94","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"60","002","","62","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"All-Univ String Orchestra","Course Total","","156","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Music Resrch Mthds & Matls
619","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Univ Symphony Orchestra
62","001","","77","3.974","96.1","2.6","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Form and Analysis II
624","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate Conducting Lab
632","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in Vocal Literature
792","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Instrumental Literature
798","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 316 of 493",""
