"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","112
001","45","2.100","2.2","8.9","22.2","11.1","31.1","13.3","11.1",".",".",".",".",".",".",".",".","."
"","112
002","50","2.490","12.0","10.0","24.0","8.0","34.0","6.0","6.0",".",".",".",".",".",".",".",".","."
"","112
003","51","2.186","11.8","5.9","17.6","11.8","21.6","25.5","5.9",".",".",".",".",".",".",".",".","."
"","112
004","48","2.146","6.3","14.6","18.8","6.3","27.1","12.5","14.6",".",".",".",".",".",".",".",".","."
"","112
005","53","2.519","18.9","7.5","15.1","17.0","28.3","5.7","7.5",".",".",".",".",".",".",".",".","."
"","112
006","45","2.511","13.3","11.1","15.6","8.9","35.6","13.3",".",".",".",".",".",".","2.2",".",".","."
"","112
007","51","2.608","25.5","9.8","15.7","5.9","25.5","11.8","5.9",".",".",".",".",".",".",".",".","."
"","112
008","46","2.500","10.9","4.3","21.7","10.9","45.7","2.2","2.2",".",".",".",".",".","2.2",".",".","."
"","112
009","53","2.358","7.5","18.9","15.1","11.3","28.3","9.4","9.4",".",".",".",".",".",".",".",".","."
"College Algebra","Course Total","442","2.382","12.2","10.2","18.3","10.2","30.5","11.1","7.0",".",".",".",".",".","0.5",".",".","."
"","113
001","51","3.378","43.1","23.5","13.7","9.8",".","3.9","2.0","2.0",".",".",".",".","2.0",".",".","."
"","113
002","54","3.269","46.3","16.7","11.1","3.7","18.5","3.7",".",".",".",".",".",".",".",".",".","."
"","113
003","54","3.519","59.3","14.8","13.0","3.7","5.6","3.7",".",".",".",".",".",".",".",".",".","."
"","113
004","55","3.445","54.5","14.5","10.9","9.1","9.1","1.8",".",".",".",".",".",".",".",".",".","."
"","113
005","52","3.346","57.7","9.6","9.6","5.8","11.5","3.8","1.9",".",".",".",".",".",".",".",".","."
"Trigonometry","Course Total","266","3.392","52.3","15.8","11.7","6.4","9.0","3.4","0.8","0.4",".",".",".",".","0.4",".",".","."
"Precalculus","114
001","155","2.616","17.4","13.5","21.9","12.9","17.4","11.6","5.2",".",".",".",".",".",".",".",".","."
"","141
001","54","3.380","61.1","9.3","9.3","3.7","9.3","5.6","1.9",".",".",".",".",".",".",".",".","."
"","141
002","54","3.343","53.7","13.0","14.8","3.7","9.3","1.9","3.7",".",".",".",".",".",".",".",".","."
"Quant Reasoning&Prob Solvng","Course Total","108","3.361","57.4","11.1","12.0","3.7","9.3","3.7","2.8",".",".",".",".",".",".",".",".","."
"","211
001","177","2.903","26.0","13.0","24.3","10.7","16.9","5.6","2.8",".",".",".",".",".",".",".","0.6","."
"","211
002","213","2.800","22.1","7.0","32.9","11.3","16.9","6.6","3.3",".",".",".",".",".",".",".",".","."
"Survey of Calculus 1","Course Total","390","2.847","23.8","9.7","29.0","11.0","16.9","6.2","3.1",".",".",".",".",".",".",".","0.3","."
"Survey of Calculus 2","213
001","247","3.351","44.9","9.3","30.0","4.5","6.9","1.2","1.2",".",".",".",".",".","2.0",".",".","."
"","221
001","206","2.584","19.4","5.3","28.2","10.7","18.4","10.2","6.3",".",".",".",".",".","1.5",".",".","."
"","221
002","172","2.853","30.2","7.0","23.8","11.6","15.7","4.7","5.8",".",".",".",".",".","1.2",".",".","."
"","221
003","200","2.598","17.5","9.0","24.0","10.5","24.5","8.5","5.0",".",".",".",".",".","0.5",".","0.5","."
"Calculus&Analytic Geometry 1","Course Total","578","2.669","22.0","7.1","25.4","10.9","19.7","8.0","5.7",".",".",".",".",".","1.0",".","0.2","."
"","222
001","199","2.688","26.6","4.5","26.1","4.5","24.6","7.5","6.0",".",".",".",".",".",".",".",".","."
"","222
002","221","2.777","24.9","5.4","33.5","2.7","22.2","6.3","4.5",".",".",".",".",".","0.5",".",".","."
"","222
003","213","2.538","18.8","6.1","25.4","6.6","26.8","8.9","6.6",".",".",".",".",".","0.9",".",".","."
"","222
005","172","2.444","12.2","5.8","31.4","6.4","24.4","13.4","5.2",".",".",".",".",".","1.2",".",".","."
"Calculus&Analytic Geometry 2","Course Total","805","2.621","21.0","5.5","29.1","5.0","24.5","8.8","5.6",".",".",".",".",".","0.6",".",".","."
"WES Calculus Supplement","228
071","12","3.792","83.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","234
001","285","2.826","22.5","6.7","34.0","6.7","20.7","5.3","2.8",".",".",".",".",".","1.4",".",".","."
"","234
002","283","2.941","28.3","8.8","28.3","6.4","18.7","6.7","1.1",".",".",".",".",".","1.8",".",".","."
"","234
003","296","3.007","26.4","9.8","28.4","10.5","14.9","3.7","1.0",".",".",".",".",".","5.4",".",".","."
"Calc--Functns of Variables","Course Total","864","2.924","25.7","8.4","30.2","7.9","18.1","5.2","1.6",".",".",".",".",".","2.9",".",".","."
"","240
001","85","3.549","43.5","32.9","10.6","7.1","1.2","1.2",".",".",".",".",".",".","3.5",".",".","."
"","240
002","75","3.360","45.3","16.0","18.7","10.7","6.7","2.7",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","160","3.459","44.4","25.0","14.4","8.8","3.8","1.9",".",".",".",".",".",".","1.9",".",".","."
"","309
001","25","3.200","44.0","12.0","12.0","12.0","16.0","4.0",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 302 of 493",""
