"PHYSICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","",""
"Machine Learning in Physics
361","001","","50","3.740","66.0","22.0","6.0",".",".",".","2.0",".",".",".",".",".","4.0",".",".","."
"Special Topics in Physics
406","002","","16","3.844","81.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"407","001","","12","3.542","66.7","25.0",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"407","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"407","003","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","","23","3.660","69.6","21.7","4.3",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"Thermal Physics
415","001","","46","3.141","23.9","23.9","30.4","4.3","15.2","2.2",".",".",".",".",".",".",".",".",".","."
"Atomic and Quantum Physics
449","001","","29","3.638","48.3","31.0","20.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"499","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"499","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","178","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"499","193","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","17","3.988","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Plasmas
525","001","","13","3.538","69.2","7.7","7.7","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"Intro to Quantum Mechanics
531","001","","45","2.844","28.9","6.7","31.1","11.1","8.9","6.7","6.7",".",".",".",".",".",".",".",".","."
"Intro-Particle Physics
535","001","","13","3.731","69.2","15.4","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Atomic Structure
545","001","","12","2.875","16.7","25.0","33.3",".","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"Solid State Physics
551","001","","18","3.265","38.9","16.7","22.2",".","11.1","5.6",".","5.6",".",".",".",".",".",".",".","."
"Electronic Aids to Measmnt
623","001","","10","3.700","40.0","60.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis
681","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","107","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","120","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
692","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Statistical Mechanics
715","001","","39","3.308","10.3","56.4","30.8",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 330 of 493",""
