"L&S","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","Dept. Total","3019","3.584","52.5","19.7","8.7","4.3","3.1","1.0","0.9","4.8","0.1","4.4","0.0","",".","0.4","0.2","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","274","3.349","42.3","25.9","12.8","8.0","5.5","2.6","1.8",".",".",".",".","",".","0.7","0.4",".","."
"Sophomore","","630","3.669","65.2","18.3","8.6","2.9","2.7","0.6","1.0",".",".",".",".","",".","0.2","0.6",".","."
"Junior","","679","3.563","57.1","21.4","9.6","5.3","3.7","1.2","1.2",".",".","0.1","0.1","",".","0.3",".",".","."
"Senior","","1166","3.575","48.9","21.4","8.8","4.6","3.2","0.9","0.6","0.1",".","11.2",".","",".","0.2",".",".","."
"Undergraduates","","2749","3.571","54.0","21.1","9.3","4.7","3.4","1.1","0.9","0.0",".","4.8","0.0","",".","0.3","0.2",".","."
"Special","","57","3.541","14.0","14.0","5.3",".","1.8",".",".","63.2",".",".",".","",".",".",".","1.8","."
"Graduate","","213","3.953","42.7","2.3","0.9",".",".",".",".","50.7","0.9",".",".","",".","2.3",".",".","."
"","Dept. Total","3019","3.584","52.5","19.7","8.7","4.3","3.1","1.0","0.9","4.8","0.1","4.4","0.0","",".","0.4","0.2","0.0","."
