"PHYSICIAN ASSISTANT PROGRA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Clinical Medicine II","602
001","63","3.841","68.3","31.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pediatrics","603
001","69","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin Prev & Community Prac II","611
001","63","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Professional Seminar III","618
001","69","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Adv Patient Eval-Prim Care II","621
002","69","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Pharmacology II","641
001","63","3.817","69.8","23.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Emergency Medicine","648
001","69","3.674","43.5","49.3","5.8","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Diagnostic Methods II","651
001","63","3.921","84.1","15.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Skills Laboratory","660
001","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prep for Health Care Belize","662
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","699
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Profess'l Smnr & Capstone II","718
002","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Phy Asst Preceptor: Surgery","729
001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Fam Med","739
001","16","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Precptrshp: Int Med","749
001","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","759
001","25","3.860","72.0","28.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Phy Asst Preceptorship:Electve","769
001","67","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
PHY ASST","Dept. Total","825","3.897","54.2","12.5","1.0","0.1",".",".",".",".",".","32.2",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","",""
"Graduate","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 1","","575","3.864","53.6","12.9","1.4","0.2",".",".",".",".",".","32.0",".",".",".",".",".","."
"Prof Yr 2","","201","3.933","57.7","9.0",".",".",".",".",".",".",".","33.3",".",".",".",".",".","."
"Prof Yr 4","","48","3.813","45.8","22.9",".",".",".",".",".",".",".","31.3",".",".",".",".",".","."
"Professionals","","824","3.897","54.1","12.5","1.0","0.1",".",".",".",".",".","32.3",".",".",".",".",".","."
"","Dept. Total","825","3.897","54.2","12.5","1.0","0.1",".",".",".",".",".","32.2",".",".",".",".",".","."
