"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
864
C&E SOC","210","3.762","71.9","16.7","5.2","3.8","1.0","",".","",".","1.0","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","6","3.591","50.0","33.3",".","16.7",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","54","3.770","66.7","24.1","3.7","1.9","1.9","",".","",".",".","",".",".","",".","",".","1.9",".",".","."
"Junior","52","3.741","75.0","11.5","5.8","5.8","1.9","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","85","3.767","72.9","16.5","7.1","3.5",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","197","3.755","71.1","17.8","5.6","4.1","1.0","",".","",".",".","",".",".","",".","",".","0.5",".",".","."
"Special","1","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","12","4.000","83.3",".",".",".",".","",".","",".","16.7","",".",".","",".","",".",".",".",".","."
"Dept. Total","210","3.762","71.9","16.7","5.2","3.8","1.0","",".","",".","1.0","",".",".","",".","",".","0.5",".",".","."
