"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","170","3.876","91.2","2.4","1.2","2.4","2.4","0.6",".",".",".",".",".",".",".",".",".","."
"","100
002","170","3.851","89.4","2.9","1.2","1.8","2.4",".","1.2",".",".",".",".",".",".",".","1.2","."
"","100
003","173","3.977","97.1","2.3",".",".","0.6",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","513","3.902","92.6","2.5","0.8","1.4","1.8","0.2","0.4",".",".",".",".",".",".",".","0.4","."
"","102
001","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
002","15","3.733","93.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","102
003","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","16","3.531","56.3","12.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","102
005","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"2D Foundations","Course Total","91","3.841","85.7","6.6","4.4","1.1","1.1",".","1.1",".",".",".",".",".",".",".",".","."
"","104
001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
002","18","3.722","77.8",".","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","104
003","18","3.750","88.9",".",".","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"","104
004","16","3.563","75.0","12.5",".",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"","104
005","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
006","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"3D Foundations","Course Total","92","3.772","82.6","5.4","6.5","1.1","2.2","1.1","1.1",".",".",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","139","3.741","82.7","2.9","7.2","2.9","1.4","1.4","1.4",".",".",".",".",".",".",".",".","."
"","112
001","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
002","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
003","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
004","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
006","16","3.906","87.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing for Non-Art Majors","Course Total","85","3.953","94.1","2.4","3.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","12","3.625","75.0","8.3","8.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","176
003","11","3.773","72.7","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","176
004","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
006","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","69","3.855","85.5","7.2","4.3","1.4",".","1.4",".",".",".",".",".",".",".",".",".","."
"Current Directions in Art","208
001","107","3.692","73.8","9.3","9.3","1.9","2.8","2.8",".",".",".",".",".",".",".",".",".","."
"","212
001","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","16","3.719","81.3","6.3",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","212
003","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","11","3.818","90.9",".",".",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Drawing Foundations","Course Total","56","3.830","82.1","12.5",".",".","5.4",".",".",".",".",".",".",".",".",".",".","."
"","214
001","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","7","3.714","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","18","3.778","72.2","11.1","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
