"","999
071","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
072","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"778
POLI SCI","Dept. Total","2696","3.596","55.3","22.3","9.9","5.0","2.2","0.8","0.6","2.2","0.0","0.4","",".","0.7","0.3","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.017","20.0","24.4","23.3","14.4","8.9","5.6","1.1",".",".",".","",".",".","1.1","1.1",".","."
"Sophomore","","679","3.503","46.7","30.0","10.3","7.5","2.9","1.3","0.7",".",".","0.1","",".",".","0.3",".",".","."
"Junior","","863","3.669","61.3","22.1","9.3","3.9","1.0","0.5","0.6",".",".","0.7","",".","0.1","0.3","0.1",".","."
"Senior","","843","3.644","61.6","19.0","10.9","4.0","2.5","0.4","0.6","0.1",".","0.6","",".","0.1","0.1","0.1",".","."
"Undergraduates","","2475","3.586","55.9","23.3","10.6","5.3","2.3","0.8","0.6","0.0",".","0.5","",".","0.1","0.3","0.1",".","."
"Special","","70","3.564","27.1","10.0","2.9","4.3","2.9",".",".","48.6",".",".","",".",".",".",".","4.3","."
"Graduate","","151","3.905","58.9","10.6","1.3",".",".",".",".","15.9","0.7",".","",".","11.3","1.3",".",".","."
"","Dept. Total","2696","3.596","55.3","22.3","9.9","5.0","2.2","0.8","0.6","2.2","0.0","0.4","",".","0.7","0.3","0.1","0.1","."
