"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"INTERNATIONAL STUDIES","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"504
INTL ST","","","","","","","","","","","","","","","","","","","","",""
"Intro to International Studies","101","001","","87","3.669","73.6","10.3","6.9","2.3","2.3","1.1","2.3",".",".",".",".",".",".","1.1",".","."
"","110","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","110","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intl Learning Community Sem","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"","210","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","210","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intl Learning Community Lang","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"","220","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","220","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Rights and Education","","Course Total","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Arabic Lit & Cinema","302","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soccer, Politics, and Identity","311","001","","35","3.557","48.6","34.3","11.4","2.9",".",".","2.9",".",".",".",".",".",".",".",".","."
"","320","001","","12","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","320","002","","7","3.000","57.1",".",".",".","14.3",".","14.3","14.3",".",".",".",".",".",".",".","."
"Contemporary Issues-Intl St","","Course Total","","19","3.625","73.7",".",".",".","5.3",".","5.3","15.8",".",".",".",".",".",".",".","."
"History of Humanitarianism","330","002","","9","3.556","77.8",".",".",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"East Asia & The US Since 1899","332","001","","8","3.375","50.0","25.0","12.5",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Globalization and Education","335","002","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Growth&Develpmt Global Econ","374","001","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Cold War","375","001","","13","3.833","76.9","7.7",".","7.7",".",".",".",".",".",".",".",".","7.7",".",".","."
"Topics in Global Security","401","001","","22","3.850","72.7","13.6",".","4.5",".",".",".",".",".",".",".",".",".",".","9.1","."
"The Politics of Human Rights","434","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Politics&Policy in Global Econ","602","001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics:Culture-Age of Globlztn","603","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-International Studies","620","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","681","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
