"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","12","3.875","83.3","8.3","8.3",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","102
002","5","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","102
003","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Basic Leadership","Course Total","19","3.921","89.5","5.3","5.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 1B","111
111","11","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","202
001","14","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","202
002","4","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Leadership and Teamwork","Course Total","18","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","15","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership and Ethics","302
001","15","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 3B","311
001","15","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Officership","402
001","14","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Leadership Lab 4B","411
001","14","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"644
MIL SCI","Dept. Total","121","3.991","98.3","0.8","0.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.885","83.3","8.3","8.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","16","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","47","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","44","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","119","3.991","98.3","0.8","0.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","121","3.991","98.3","0.8","0.8","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
