"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","18083","3.509","44.4","24.1","15.3","5.2","2.6","0.7","0.3","0.3","0.0","6.7","0.1","0.1","0.0","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","231","3.124","17.7","10.0","13.9","10.4","6.9","0.4","0.4",".",".","40.3",".",".",".",".",".","."
"Sophomore","","2507","3.339","26.8","20.6","17.4","8.8","3.2","0.6","0.6",".",".","21.8","0.2",".","0.0",".",".","."
"Junior","","5339","3.476","40.9","24.8","16.7","6.0","3.1","0.8","0.2","0.0",".","7.0","0.2",".","0.1","0.0",".","."
"Senior","","6284","3.503","44.3","26.7","16.6","5.2","2.9","0.9","0.3","0.1","0.0","2.9","0.1",".","0.0",".",".","."
"Undergraduates","","14361","3.464","39.6","24.7","16.7","6.2","3.1","0.8","0.3","0.0","0.0","8.3","0.1",".","0.1","0.0",".","."
"Special","","197","3.284","32.5","21.3","14.7","6.6","6.1","1.0","2.5","5.6",".","4.6",".",".","0.5",".","4.6","."
"Graduate","","3485","3.743","64.8","22.2","9.6","1.0","0.5","0.1","0.1","0.9",".","0.3","0.0","0.4",".",".",".","."
"Prof Yr 2","","28","3.844","82.1","14.3",".",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.380","44.4","33.3","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","40","3.648","70.0","17.5","5.0",".","5.0","2.5",".",".",".",".",".",".",".",".",".","."
"","College Total","18083","3.509","44.4","24.1","15.3","5.2","2.6","0.7","0.3","0.3","0.0","6.7","0.1","0.1","0.0","0.0","0.0","."
