"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"352
ENGL","Dept. Total","4638","3.822","77.6","10.7","4.6","1.2","1.1","0.3","0.6","1.3","0.0","1.8","",".","0.6","0.1","0.0","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","500","3.809","82.4","8.4","4.4","1.6","2.2","0.4","0.6",".",".",".","",".",".",".",".",".","."
"Sophomore","","1505","3.835","82.4","10.2","4.3","1.1","1.0","0.6","0.4",".",".",".","",".",".",".",".",".","."
"Junior","","1101","3.779","74.8","14.5","4.6","1.5","1.3","0.2","1.1",".",".","1.6","",".",".","0.2","0.1",".","."
"Senior","","1177","3.844","78.7","9.8","5.4","0.8","0.8",".","0.4",".",".","3.9","",".",".","0.1",".",".","."
"Undergraduates","","4283","3.820","79.4","11.0","4.7","1.2","1.2","0.3","0.6",".",".","1.5","",".",".","0.1","0.0",".","."
"Special","","126","3.631","46.8","17.5","8.7","2.4","1.6","1.6",".","7.9",".","4.8","",".",".",".","0.8","7.9","."
"Graduate","","228","3.993","59.2","0.9",".",".",".",".",".","21.9","0.4","5.3","",".","11.4","0.9",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","4638","3.822","77.6","10.7","4.6","1.2","1.1","0.3","0.6","1.3","0.0","1.8","",".","0.6","0.1","0.0","0.2","."
