"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","322
001","44","3.511","40.9","29.5","22.7","4.5","2.3","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","322
002","45","3.711","57.8","26.7","15.6",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Introduction to Databases","Course Total","89","3.612","49.4","28.1","19.1","2.2","1.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Contemporary Topics","365
001","19","3.579","52.6","21.1","21.1",".","5.3","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Tech:Computer-Based Bus Sys","371
001","14","3.714","57.1","28.6","14.3",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","423
001","34","3.574","50.0","26.5","17.6",".","5.9","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","423
002","33","3.712","60.6","27.3","9.1",".","3.0","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Digital Platform Analytics","Course Total","67","3.642","55.2","26.9","13.4",".","4.5","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Systems Analysis and Design","424
001","39","3.872","79.5","15.4","5.1",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Text Analytics-Business App","723
001","19","3.806","68.4","15.8","10.5",".",".","",".","",".","5.3",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","765
001","10","4.000","90.0",".",".",".",".","",".","",".","10.0",".","",".",".","",".","",".","",".",".","."
"234
INFO SYS","Dept. Total","257","3.690","59.1","23.3","14.0","0.8","1.9","",".","",".","0.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","17","3.382","23.5","35.3","35.3","5.9",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","57","3.667","54.4","28.1","15.8",".","1.8","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","147","3.690","60.5","23.1","12.9","0.7","2.7","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","222","3.662","56.3","25.2","15.3","0.9","2.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.900","66.7","16.7",".",".",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.875","79.3","10.3","6.9",".",".","",".","",".","3.4","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","257","3.690","59.1","23.3","14.0","0.8","1.9","",".","",".","0.8","",".",".","",".","",".","",".",".",".","."
