"Brazillian Women Writers","450
001","","7","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Independent Reading","899
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Thesis","990
002","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"782
PORTUG","Dept. Total","","26","3.609","57.7","11.5","19.2","",".","3.8","",".","",".","7.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Sophomore","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","7","3.769","57.1","42.9",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","9","3.412","55.6",".","33.3","",".","11.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.528","52.6","15.8","26.3","",".","5.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","7","4.000","71.4",".",".","",".",".","",".","",".","28.6","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","26","3.609","57.7","11.5","19.2","",".","3.8","",".","",".","7.7","",".",".","",".","",".","",".",".",".","."
