"TERM : 1264","","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2025-2026","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"266
COMP SCI","Dept. Total","9408","3.441","45.6","20.5","16.1","6.1","3.6","1.6","1.0","3.8","0.0","1.0","0.0","0.1","0.4","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","235","3.250","34.0","19.6","28.9","6.4","4.3","3.0","1.7",".",".","0.9",".",".","1.3",".",".","."
"Sophomore","","1292","3.406","40.2","25.9","21.1","5.4","2.8","2.0","1.2",".",".","0.8",".",".","0.6",".",".","."
"Junior","","2322","3.429","43.5","23.0","18.7","6.7","3.8","1.7","0.8","0.1",".","1.0",".",".","0.7",".",".","."
"Senior","","4120","3.393","46.9","19.8","15.8","7.8","4.7","1.9","1.2","0.2","0.0","1.2","0.0","0.1","0.1","0.0",".","."
"Undergraduates","","7969","3.401","44.5","21.7","17.9","7.1","4.1","1.9","1.1","0.1","0.0","1.1","0.0","0.1","0.4","0.0",".","."
"Special","","156","3.503","37.2","29.5","21.2","2.6","1.9",".","0.6","3.2",".","1.3","0.6",".",".",".","1.9","."
"Graduate","","1281","3.813","53.9","11.6","4.8","0.9","0.3",".","0.1","26.9",".","0.6",".","0.5","0.2","0.1","0.3","."
"Prof Yr 3","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","9408","3.441","45.6","20.5","16.1","6.1","3.6","1.6","1.0","3.8","0.0","1.0","0.0","0.1","0.4","0.0","0.1","."
