"","990
095","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
096","1","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
097","2","***","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","66","",".",".",".",".",".","",".","",".","75.8","",".",".","",".","22.7","",".","1.5",".","."
"621
MED PHYS","Dept. Total","265","3.748","54.0","14.0","5.7","0.4","0.4","",".","",".","19.6","",".",".","",".","5.7","",".","0.4",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","9","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","41","3.713","65.9","17.1","14.6","2.4",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","52","3.771","73.1","13.5","11.5","1.9",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","211","3.739","49.3","14.2","4.3",".","0.5","",".","",".","24.2","",".",".","",".","7.1","",".","0.5",".","."
"Prof Yr 3","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","265","3.748","54.0","14.0","5.7","0.4","0.4","",".","",".","19.6","",".",".","",".","5.7","",".","0.4",".","."
