"L&S","","","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"208
BOTANY","Dept. Total","741","3.366","47.4","13.2","17.4","5.7","7.0","0.8","1.1","6.7","0.1",".","",".","0.4","",".",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.160","33.3","20.5","23.1","5.1","17.9",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","129","3.186","34.9","16.3","28.7","7.0","10.9","0.8","1.6",".",".",".","",".",".","",".",".",".","."
"Junior","","187","3.335","53.5","10.7","18.2","5.3","8.6","1.6","2.1",".",".",".","",".",".","",".",".",".","."
"Senior","","277","3.446","52.3","16.6","16.6","7.6","5.1","0.7","0.7",".",".",".","",".","0.4","",".",".",".","."
"Undergraduates","","632","3.340","47.9","15.0","19.9","6.6","8.1","0.9","1.3",".",".",".","",".","0.2","",".",".",".","."
"Special","","12","4.000","8.3",".",".",".",".",".",".","83.3",".",".","",".",".","",".",".","8.3","."
"Graduate","","97","3.838","48.5","3.1","3.1",".","1.0",".",".","41.2","1.0",".","",".","2.1","",".",".",".","."
"","Dept. Total","741","3.366","47.4","13.2","17.4","5.7","7.0","0.8","1.1","6.7","0.1",".","",".","0.4","",".",".","0.1","."
