"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"980","091","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","145","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","167","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","172","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar: Review of Current Res","Course Total","","99","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","8","",".",".",".",".",".",".",".","75.0","25.0",".",".",".",".",".",".","."
"990","005","","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","008","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","010","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","030","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","032","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","033","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","049","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","050","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","051","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","055","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 213 of 493",""
