"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","101
001","6","2.500","33.3","16.7",".","16.7",".","16.7","16.7",".",".",".",".",".",".",".",".","."
"","101
002","10","2.600","40.0","20.0",".",".","10.0","10.0","20.0",".",".",".",".",".",".",".",".","."
"","101
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Academic Enhancement Seminar","Course Total","21","2.810","38.1","23.8","4.8","4.8","4.8","9.5","14.3",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","105
004","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev:Career Strategies","110
001","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","28","3.250","53.6","17.9","7.1","3.6","7.1","3.6","7.1",".",".",".",".",".",".",".",".","."
"","115
012","30","3.450","66.7","10.0","10.0",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","115
013","27","3.426","51.9","18.5","11.1",".","18.5",".",".",".",".",".",".",".",".",".",".","."
"","115
014","21","3.690","76.2","4.8","14.3",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"","115
021","9","3.778","77.8",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","10","3.938","70.0","10.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"","115
032","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
034","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","29","3.931","86.2","13.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
042","22","3.682","72.7","4.5","9.1","13.6",".",".",".",".",".",".",".",".",".",".",".","."
"","115
043","29","3.690","72.4","17.2","3.4","3.4",".",".","3.4",".",".",".",".",".",".",".",".","."
"","115
044","31","3.887","80.6","16.1","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
051","23","3.283","43.5","26.1","8.7","4.3","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","319","3.674","72.7","11.6","6.9","1.9","3.8","0.6","1.9",".",".",".",".",".","0.6",".",".","."
"Art/Sci of Human Flourishing","120
001","21","3.238","38.1","19.0","23.8","9.5","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","125
001","7","3.357","71.4","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".",".","."
"","125
002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
003","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wisconsin Experience Seminar","Course Total","52","3.894","92.3","5.8",".",".",".",".","1.9",".",".",".",".",".",".",".",".","."
"Intersectionalities","225
001","197","3.865","86.8","6.1","3.0","1.5","1.0","1.0",".","0.5",".",".",".",".",".",".",".","."
"Mental Hlth &Diverse Community","237
001","174","3.856","86.8","5.7","4.6","1.1",".","1.7",".",".",".",".",".",".",".",".",".","."
"Topics: Couns./Couns. Psych","300
020","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Suicide","371
001","35","3.671","74.3","8.6","8.6","5.7",".",".","2.9",".",".",".",".",".",".",".",".","."
"Psychology of Mindfulness","372
001","18","3.694","83.3","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Mental Hlth: Prevent & Interv","531
001","98","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","620
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","620
005","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Spec Topics-Cnslg & Guidnce","Course Total","26","4.000","96.2",".",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
