"TERM : 1264","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2025-2026","","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
944
URB R PL","286","3.815","74.5","12.9","4.5","1.0","1.0","",".","0.3","4.5","",".",".","",".","",".","1.0",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","16","3.938","87.5","12.5",".",".",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","51","3.769","80.4","9.8","3.9",".","2.0","",".","2.0",".","",".",".","",".","",".","2.0",".",".","."
"Junior","48","3.879","83.3","12.5","2.1","2.1",".","",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","63","3.689","65.1","15.9","11.1","3.2","3.2","",".",".","1.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","178","3.786","76.4","12.9","5.6","1.7","1.7","",".","0.6","0.6","",".",".","",".","",".","0.6",".",".","."
"Special","8","3.765","62.5",".","12.5",".",".","",".",".","25.0","",".",".","",".","",".",".",".",".","."
"Graduate","100","3.887","72.0","14.0","2.0",".",".","",".",".","10.0","",".",".","",".","",".","2.0",".",".","."
"Dept. Total","286","3.815","74.5","12.9","4.5","1.0","1.0","",".","0.3","4.5","",".",".","",".","",".","1.0",".",".","."
