"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"400","003","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"400","00A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"400","00B","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Biology","Course Total","","52","3.657","67.3","7.7","11.5","3.8","5.8",".",".",".",".",".",".",".",".","3.8",".","."
"Evolutionary Biology
410","001","","47","3.500","57.4","10.6","10.6",".","8.5","4.3",".","4.3",".",".",".",".","4.3",".",".","."
"Genetics of Human History
415","001","","80","3.769","67.5","21.3","8.8","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"Behavioral Ecology
425","001","","31","2.613","22.6","6.5","22.6","6.5","25.8","12.9","3.2",".",".",".",".",".",".",".",".","."
"Neuronal Cell Biology
444","001","","32","3.613","56.3","15.6","15.6","9.4",".",".",".","3.1",".",".",".",".",".",".",".","."
"General Ecology
460","001","","17","3.265","23.5","35.3","29.4","5.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"Intro to Animal Development
470","001","","33","3.197","27.3","15.2","33.3","18.2","6.1",".",".",".",".",".",".",".",".",".",".","."
"Plant-Insect Interactions
473","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Neurobiology Seminar
500","001","","117","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes
510","001","","83","3.663","79.5","2.4","12.0",".","1.2","1.2","3.6",".",".",".",".",".",".",".",".","."
"511","001","","18","3.500","61.1","5.6","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".",".","."
"511","002","","16","3.656","75.0","6.3","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","34","3.574","67.6","5.9","17.6","2.9",".","5.9",".",".",".",".",".",".",".",".",".","."
"Conservation Biology
516","001","","9","3.333","33.3","22.2","33.3",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Ornithology
520","001","","37","3.219","18.9","37.8","10.8","10.8","5.4",".","2.7","13.5",".",".",".",".",".",".",".","."
"521","001","","8","3.500","37.5","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"521","002","","11","3.455","36.4","18.2","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"521","003","","9","3.444","33.3","22.2","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","28","3.464","35.7","25.0","35.7","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Comparatv&Evolutionry Physiol
611","001","","34","3.000","26.5","2.9","47.1","2.9","11.8","2.9","2.9",".",".",".",".",".","2.9",".",".","."
"612","001","","12","3.727","58.3","16.7","16.7",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"612","002","","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comparative Physiology Lab","Course Total","","27","3.846","77.8","7.4","11.1",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"Neurodevelopmental Disease
655","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
