"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","",""
"Issues in Ag, Envir & Life Sci","155","001","","14","3.357","64.3",".","21.4",".","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"WISE Seminar","175","002","","23","3.957","91.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro CALS Honors Seminar","288","002","","85","3.965","94.1","4.7","1.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Study Abroad Pre-Departure Sem","321","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Career Development for Interns","340","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","375","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"CALS Honors Fund Research Sem","388","001","","58","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Research Seminar","488","001","","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
