"","990
039","4","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
040","3","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
041","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","32","",".",".",".",".",".","",".","",".","28.1","",".",".","",".","71.9",".",".",".","."
"766
PL PATH","Dept. Total","250","3.804","69.2","7.6","5.6","2.0","1.2","",".","",".","4.0","",".",".","",".","9.6","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","44","3.949","95.5","2.3",".","2.3",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","47","3.886","85.1","6.4","4.3","2.1",".","",".","",".",".","",".",".","",".","2.1",".",".",".","."
"Senior","","90","3.738","70.0","13.3","12.2","2.2","2.2","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","185","3.809","80.0","8.6","7.0","2.7","1.1","",".","",".",".","",".",".","",".","0.5",".",".",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".",".",".",".","50.0","."
"Graduate","","63","3.763","39.7","4.8","1.6",".","1.6","",".","",".","14.3","",".",".","",".","36.5","1.6",".",".","."
"","Dept. Total","250","3.804","69.2","7.6","5.6","2.0","1.2","",".","",".","4.0","",".",".","",".","9.6","0.4",".","0.4","."
