"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","166","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","169","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","174","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","175","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","176","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","178","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","183","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","201","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","202","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","67","",".",".",".",".",".",".",".","74.6","1.5",".",".","23.9",".",".",".","."
