"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","",""
"699","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","",""
"Hlth Care-Diverse Communities
712","001","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"790","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"WARM Public Health Projects","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Fam Med IPC
909","015","4","***","","","","","","","","","",".",".",".",".",".",".","."
"910","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Family Medicine Elective","Course Total","3","***","","","","","","","","","","","","","","","",""
"Evidence Based Herbal Med FM
911","005","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Firearm Injury Prevention
913","004","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Family Medicine Elective","Course Total","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Elective Family Med","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"924","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Family Medicine elective","Course Total","5","***","","","","","","","","","","","","","","","",""
"Family Medicine elective
926","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 399 of 493",""
