"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"728","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"728","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Electronics for Chem Instrmntn","Course Total","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mass Spectrometry
738","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry
841","001","","24","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Chem Educ
858","001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Topic-Macromoleculr/Biophys
872","002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Biology Interface
890","001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomic Sciences Program Semin
923","157","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Physical Chemistry
960","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","048","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","049","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","051","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","067","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","076","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","083","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","087","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","","Page 212 of 493",""
