"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","Dept. Total","848","3.796","70.8","21.9","6.0","0.7","0.4","",".","0.1","",".","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.973","96.1","2.0",".",".",".","",".",".","",".","",".",".","",".","",".",".","2.0",".","."
"Sophomore","","384","3.999","96.6","0.3",".",".",".","",".",".","",".","",".",".","",".","",".",".","3.1",".","."
"Junior","","414","3.746","79.5","15.2","3.6","0.7",".","",".","0.2","",".","",".",".","",".","",".","0.2","0.5",".","."
"Senior","","432","3.726","62.7","27.3","8.3","0.7","0.7","",".",".","",".","",".",".","",".","",".",".","0.2",".","."
"Undergraduates","","1281","3.789","79.6","14.3","4.0","0.5","0.2","",".","0.1","",".","",".",".","",".","",".","0.1","1.2",".","."
"Special","","2","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","46","3.979","95.7","4.3",".",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1329","3.796","80.1","14.0","3.8","0.5","0.2","",".","0.1","",".","",".",".","",".","",".","0.1","1.2",".","."
