"EDU","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
310
ED POL","1770","3.830","79.3","11.2","3.3","1.4","1.0","0.3","0.6","2.1","",".",".","",".","0.2","0.3",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","91","3.664","73.6","13.2","3.3","2.2","3.3",".","3.3",".","",".",".","",".",".","1.1",".",".","."
"Sophomore","427","3.835","81.5","12.9","2.6","0.9","1.2","0.2","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","540","3.813","79.8","12.2","3.7","2.0","0.7","0.4","0.7",".","",".",".","",".",".","0.4",".",".","."
"Senior","595","3.853","82.4","10.8","3.5","1.3","1.0","0.3","0.2","0.2","",".",".","",".",".","0.3",".",".","."
"Undergraduates","1653","3.825","80.8","11.9","3.3","1.5","1.1","0.3","0.7","0.1","",".",".","",".",".","0.3",".",".","."
"Special","11","3.800","36.4",".","9.1",".",".",".",".","36.4","",".",".","",".",".",".",".","18.2","."
"Graduate","105","3.955","59.0","1.9","1.9",".",".",".",".","31.4","",".",".","",".","3.8",".",".","1.9","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1770","3.830","79.3","11.2","3.3","1.4","1.0","0.3","0.6","2.1","",".",".","",".","0.2","0.3",".","0.2","."
