"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","178
001","293","3.937","89.8","8.2","1.7","0.3",".",".",".",".",".",".",".",".",".",".",".","."
"","178
304","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital Media, Lit, Culture","Course Total","294","3.937","89.8","8.2","1.7","0.3",".",".",".",".",".",".",".",".",".",".",".","."
"Language and Ideology","179
001","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
001","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","182
002","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literature for Honors","Course Total","35","3.957","91.4","8.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","200
002","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Writing Studio","Course Total","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","3.789","94.7",".",".",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","201
002","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","19","3.842","84.2","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
004","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
006","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
091","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","161","3.919","91.3","6.2","1.2",".","0.6",".","0.6",".",".",".",".",".",".",".",".","."
"","207
001","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
002","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
003","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
004","15","3.500","73.3","6.7",".",".","13.3","6.7",".",".",".",".",".",".",".",".",".","."
"","207
005","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
006","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","207
007","15","3.767","86.7",".",".","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","207
008","12","3.792","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","207
009","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Creative Writing","Course Total","130","3.862","87.7","6.2","1.5","1.5","2.3","0.8",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literature and Culture I","241
001","139","3.712","66.2","20.9","8.6","0.7","2.9",".","0.7",".",".",".",".",".",".",".",".","."
"Literature and Culture II","242
001","69","3.419","50.7","24.6","13.0",".","4.3",".","5.8",".",".",".",".",".",".",".","1.4","."
"","245
001","15","3.933","93.3",".","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
002","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
003","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
004","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","245
005","16","3.625","43.8","43.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","245
006","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar in the Major","Course Total","100","3.850","77.0","17.0","5.0","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Literature by Amer Ind Women","246
001","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","248
001","14","3.643","35.7","57.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2026","","","","","","","","","","","","","","","","","","Page 246 of 493",""
