"","999
080","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","999
089","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","999
096","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
097","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","202","3.970","94.6","4.0","1.0",".",".",".",".",".",".",".","",".","",".","0.5",".",".","."
"ART
168","Dept. Total","1591","3.711","71.8","13.1","8.5","2.0","2.0","0.5","0.7","0.7","0.1",".","",".","",".","0.6","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","132","3.519","62.1","15.9","9.1","5.3","5.3","0.8","1.5",".",".",".","",".","",".",".",".",".","."
"Sophomore","","278","3.612","67.6","12.6","11.5","3.6","1.4","1.1","1.4","0.4",".",".","",".","",".","0.4",".",".","."
"Junior","","281","3.704","66.9","14.6","14.6","1.8","1.1","0.4","0.4",".",".",".","",".","",".","0.4",".",".","."
"Senior","","527","3.734","69.4","15.9","7.8","1.5","2.8","0.4","0.2","1.1","0.2",".","",".","",".","0.6",".",".","."
"Undergraduates","","1218","3.679","67.7","14.9","10.3","2.5","2.4","0.6","0.7","0.6","0.1",".","",".","",".","0.4",".",".","."
"Special","","37","3.459","64.9","5.4","5.4","2.7","2.7","2.7","5.4","10.8",".",".","",".","",".",".",".",".","."
"Graduate","","335","3.890","87.8","7.5","2.1","0.3","0.6",".","0.3",".",".",".","",".","",".","1.2","0.3",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1591","3.711","71.8","13.1","8.5","2.0","2.0","0.5","0.7","0.7","0.1",".","",".","",".","0.6","0.1",".","."
