"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"622","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"622","002","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","","24","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"636
Computer Augmented Printmaking","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Design Portfolio & Prof Pract","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","8","3.900","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","6","3.700","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","034","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","32","3.772","84.4","3.1","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"726
Grad Intaglio Printmaking I","001","","8","3.824","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"826
Grad Intaglio Printmakng II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"908","003","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","28","3.942","85.7","3.6","3.6",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"914","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","5","***","","","","","","","","","","","","","","","",""
"924
Advanced Research-Ceramics","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","001","","6","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","5","***","","","","","","","","","","","","","","","",""
"999","002","","16","3.908","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","","Page 73 of 409"
