"","990
081","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
082","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","990
084","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","90","",".",".",".",".",".","",".","",".","44.4",".",".",".","46.7",".",".","8.9","."
"MED PHYS
621","Dept. Total","263","3.706","39.2","12.2","8.0","0.4","0.8","",".","",".","16.0",".",".",".","16.0","0.4",".","7.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".","",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","8","3.789","62.5","25.0","12.5",".",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","22","3.404","40.9","9.1","40.9",".","4.5","",".","",".",".",".",".",".",".",".",".","4.5","."
"Undergraduates","","32","3.549","50.0","12.5","31.3",".","3.1","",".","",".",".",".",".",".",".",".",".","3.1","."
"Special","","3","3.750","33.3","33.3",".",".",".","",".","",".","33.3",".",".",".",".",".",".",".","."
"Graduate","","226","3.747","38.1","11.9","4.4","0.4","0.4","",".","",".","17.7",".",".",".","18.6","0.4",".","8.0","."
"Prof Yr 4","","2","3.000",".",".","50.0",".",".","",".","",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","2","3.000",".",".","50.0",".",".","",".","",".","50.0",".",".",".",".",".",".",".","."
"","Dept. Total","263","3.706","39.2","12.2","8.0","0.4","0.8","",".","",".","16.0",".",".",".","16.0","0.4",".","7.2","."
