"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"950","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","","99","",".",".",".",".",".",".",".","98.0",".",".",".",".",".",".",".","2.0"
"953","001","","13","1.692","30.8",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"953","002","","17","1.765","17.6",".","35.3",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"Problems:Bus Org-Seminar","Course Total","","30","1.733","23.3",".","26.7",".",".",".","3.3",".",".",".",".",".",".",".",".","."
"957
Intro to Estate Planning","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"977
Select Probs-Policing Smr","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"988
Select Probs-Envrnmtl Law","001","","6","0.667","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","054","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","100","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","","54","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"991","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","083","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
