"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"489","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","006","","7","3.531","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"491","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"491","050","","9","3.674","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"491","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects I","Course Total","","25","3.730","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"492","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"492","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"492","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Mech Engr Projects II","Course Total","","5","***","","","","","","","","","","","","","","","",""
"508
Composite Materials","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"525
Macromolecular Hydrodynamics","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"563
Intermediate Fluid Dynamics","001","","26","3.519","42.3","23.1","30.8","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"564
Heat Transfer","001","","43","3.525","34.9","32.6","20.9","4.7",".",".",".","7.0",".",".",".",".",".",".",".","."
"570
Experimental Mechanics","001","","16","3.563","43.8","37.5","12.5",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"573
Computational Fluid Dynamcs","002","","18","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"577","001","","11","3.682","36.4","63.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"577","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Automatic Controls Lab","Course Total","","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","13","3.500","38.5","23.1","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","004","","24","3.646","41.7","45.8","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","005","","21","3.553","33.3","33.3","23.8",".",".",".",".","9.5",".",".",".",".",".",".",".","."
"601","006","","25","3.760","72.0","8.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","83","3.636","48.2","27.7","21.7",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","215","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","17","3.929","82.4",".","5.9",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"714
Adv Matls Processng&Manufctrng","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Advanced Polymer Processing","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Advanced Vibrations","001","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747
Adv Comp Ctrl-Machines&Proc","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 135 of 409",""
