"Tech:Computer-Based Bus Sys","371
001","","14","3.571","71.4","14.3","7.1",".","",".","",".","7.1",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","6","3.917","83.3","16.7",".",".","",".","",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","21","3.667","71.4","19.0","4.8",".","",".","",".","4.8","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.000",".",".","100.0",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.875","75.0","25.0",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.868","78.9","15.8","5.3",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","0.000",".",".",".",".","",".","",".","100.0","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","21","3.667","71.4","19.0","4.8",".","",".","",".","4.8","",".","",".",".","",".","",".","",".",".",".","."
