"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"The Teaching of Language Arts","369
001","","24","3.938","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
001","","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Mathematics","Course Total","","96","3.958","92.7","6.3","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
001","","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371
002","","24","3.804","66.7","25.0",".","4.2",".",".",".",".",".",".",".",".","4.2",".",".","."
"Teaching Social Studies","Course Total","","44","3.860","77.3","15.9","2.3","2.3",".",".",".",".",".",".",".",".","2.3",".",".","."
"","372
001","","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
372","","26","3.760","76.9","3.8","7.7","3.8","3.8",".",".",".",".",".",".",".","3.8",".",".","."
"Teaching Science","Course Total","","46","3.789","73.9","13.0","6.5","2.2","2.2",".",".",".",".",".",".",".","2.2",".",".","."
"Elem Teaching Practicum III","373
001","","48","",".",".",".",".",".",".",".",".",".","97.9",".",".",".",".",".","."
"","374
001","","14","3.853","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
374","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Gen Ed Pract-Diverse Learners","Course Total","","27","3.921","85.2","7.4","3.7",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"","375
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","375
001","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","18","3.909","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
002","","26","3.731","65.4","15.4","19.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375
003","","17","3.824","94.1",".",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","375
004","","7","3.667","57.1",".","28.6",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Proseminar","Course Total","","68","3.767","77.9","8.8","10.3",".",".","1.5",".",".",".",".",".",".","1.5",".",".","."
"Teaching Science-Sec Schl","390
001","","14","3.429","28.6","28.6","42.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teach Secondary Schl Math I","393
001","","15","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of English","396
001","","14","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","","11","3.964","81.8","9.1",".",".",".",".",".",".",".",".",".",".",".","9.1",".","."
"","399
098","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","18","3.979","88.9","5.6",".",".",".",".",".",".",".",".",".",".",".","5.6",".","."
"Young Adult Lit for Schools","431
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440
001","","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","440
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem Teaching Practicum IV","Course Total","","44","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang (K-8)","442
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Teaching World Lang(6-12)","443
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Health Education","457
001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tch-His&Soc St Mid Sch","458
001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg Hist&Soc St in HS","459
001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Seminar:K-Mid Schl Teaching","463
001","","47","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Tchg in Elem School","464
001","","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","465
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","","Page 83 of 409"
