"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","2219","3.567","53.2","21.3","13.8","5.1","2.7","0.7","0.3","1.4","0.0","0.0",".","0.7","0.6",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","81","3.498","59.3","9.9","22.2","4.9","1.2","1.2","1.2",".",".",".",".",".",".",".",".","."
"Sophomore","","347","3.542","51.3","23.6","17.0","5.5","1.7","0.6","0.3",".",".",".",".",".",".",".",".","."
"Junior","","695","3.520","49.8","24.0","14.1","6.9","3.7","0.9",".","0.1",".","0.1",".",".","0.3",".",".","."
"Senior","","911","3.599","56.4","21.4","13.2","4.6","2.6","0.7","0.4","0.1",".",".",".",".","0.4",".","0.1","."
"Undergraduates","","2034","3.558","53.4","22.2","14.5","5.6","2.8","0.7","0.3","0.1",".","0.0",".",".","0.3",".","0.0","."
"Special","","23","3.500","47.8","8.7","8.7",".","13.0",".",".","13.0",".",".",".",".","4.3",".","4.3","."
"Graduate","","161","3.756","51.6","11.8","5.6","0.6","0.6","0.6",".","15.5","0.6",".",".","9.3","3.7",".",".","."
"Prof Yr 4","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","2219","3.567","53.2","21.3","13.8","5.1","2.7","0.7","0.3","1.4","0.0","0.0",".","0.7","0.6",".","0.1","."
