"","999
005","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
030","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"RP & SE
194","Dept. Total","835","3.895","81.1","10.3","1.7","0.5","0.2","0.1","0.2","2.0","",".",".","",".","2.4","1.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.886","82.9","11.4","5.7",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","97","3.814","78.4","15.5","4.1",".","1.0",".","1.0",".","",".",".","",".",".",".",".",".","."
"Junior","","116","3.927","87.1","11.2","0.9",".",".",".",".",".","",".",".","",".",".","0.9",".",".","."
"Senior","","330","3.912","88.8","6.1","0.9","1.2","0.3","0.3","0.3","0.3","",".",".","",".",".","1.8",".",".","."
"Undergraduates","","578","3.897","86.3","9.0","1.7","0.7","0.3","0.2","0.3","0.2","",".",".","",".",".","1.2",".",".","."
"Special","","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","253","3.889","68.0","13.4","1.6",".",".",".",".","6.3","",".","0.8","",".","7.9","2.0",".",".","."
"","Dept. Total","837","3.895","80.9","10.3","1.7","0.5","0.2","0.1","0.2","2.0","",".","0.2","",".","2.4","1.4",".",".","."
