"L&S","","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","928","3.605","53.4","25.1","10.5","3.7","2.6","1.1","0.2","1.9","",".",".","",".","0.4","1.0","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","83","3.627","59.0","19.3","9.6","7.2","3.6","1.2",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","177","3.578","48.6","33.9","11.3","2.8","2.3",".","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","183","3.585","54.1","26.2","9.3","4.9","3.3","2.2",".",".","",".",".","",".",".",".",".",".","."
"Senior","375","3.596","53.9","24.5","12.0","3.2","2.7","1.3",".","0.8","",".",".","",".",".","1.3","0.3",".","."
"Undergraduates","818","3.592","53.3","26.4","11.0","3.9","2.8","1.2","0.2","0.4","",".",".","",".",".","0.6","0.1",".","."
"Special","18","3.388","38.9","27.8","16.7","11.1","5.6",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","90","3.859","56.7","13.3","4.4",".",".",".",".","16.7","",".",".","",".","4.4","4.4",".",".","."
"Prof Yr 1","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","928","3.605","53.4","25.1","10.5","3.7","2.6","1.1","0.2","1.9","",".",".","",".","0.4","1.0","0.1",".","."
