"ALS","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","288","3.461","44.1","27.4","10.4","6.3","1.4","1.0","1.4","1.4","0.3",".","",".","6.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.563","31.3","50.0","18.8",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","51","3.503","35.3","47.1","9.8","3.9","2.0","2.0",".",".",".",".","",".",".","",".",".",".","."
"Junior","","55","3.549","60.0","18.2","7.3","12.7",".","1.8",".",".",".",".","",".",".","",".",".",".","."
"Senior","","115","3.313","40.0","29.6","15.7","7.8","2.6","0.9","3.5",".",".",".","",".",".","",".",".",".","."
"Undergraduates","","237","3.425","43.0","32.1","12.7","7.6","1.7","1.3","1.7",".",".",".","",".",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Graduate","","49","3.910","46.9","6.1",".",".",".",".",".","8.2","2.0",".","",".","36.7","",".",".",".","."
"","Dept. Total","288","3.461","44.1","27.4","10.4","6.3","1.4","1.0","1.4","1.4","0.3",".","",".","6.3","",".",".",".","."
