"","999
206","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
269","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
271","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","45","3.988","86.7","2.2",".",".",".","",".","",".",".","",".",".","",".","",".","11.1",".",".","."
"MUS PERF
664","Dept. Total","445","3.935","88.3","7.0","1.6","0.4","0.7","",".","",".","0.2","",".",".","",".","",".","1.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.824","80.0","10.0","10.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","83","3.902","84.3","12.0","1.2",".","1.2","",".","",".",".","",".",".","",".","",".","1.2",".",".","."
"Junior","","63","3.880","81.0","12.7","1.6","1.6","1.6","",".","",".",".","",".",".","",".","",".","1.6",".",".","."
"Senior","","132","3.938","90.2","5.3","1.5","0.8","0.8","",".","",".","0.8","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","298","3.910","85.9","9.1","2.0","0.7","1.0","",".","",".","0.3","",".",".","",".","",".","1.0",".",".","."
"Special","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","145","3.976","93.1","2.8","0.7",".",".","",".","",".",".","",".",".","",".","",".","3.4",".",".","."
"","Dept. Total","445","3.935","88.3","7.0","1.6","0.4","0.7","",".","",".","0.2","",".",".","",".","",".","1.8",".",".","."
