"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","426","3.433","34.5","33.1","17.6","4.9","2.8","1.2","0.7","3.3","0.2","0.5","",".","",".","0.7","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","48","3.435","33.3","39.6","16.7","8.3",".","2.1",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","96","3.590","42.7","37.5","16.7","2.1","1.0",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","","96","3.482","34.4","42.7","12.5","5.2","1.0","1.0","1.0",".",".",".","",".","",".","1.0","1.0",".","."
"Senior","","169","3.289","30.2","26.0","23.1","5.3","5.9","1.8","1.2","4.1","0.6","1.2","",".","",".","0.6",".",".","."
"Undergraduates","","409","3.428","34.5","34.2","18.3","4.9","2.9","1.2","0.7","1.7","0.2","0.5","",".","",".","0.5","0.2",".","."
"Special","","12","3.350","8.3","8.3",".","8.3",".",".",".","58.3",".",".","",".","",".","8.3",".","8.3","."
"Graduate","","5","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","426","3.433","34.5","33.1","17.6","4.9","2.8","1.2","0.7","3.3","0.2","0.5","",".","",".","0.7","0.2","0.2","."
