"","699
042","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Reading","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"Art & Archaeology-Ancient Rome","704
001","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Hist of Philosophy","830
001","3","***","","","","","","","","","",".",".","",".","",".",".",".","."
"CLASSICS
244","Dept. Total","612","3.354","35.9","28.6","19.1","6.7","4.7","1.6","1.5","0.8","0.2",".","",".","",".","0.5",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.306","25.0","40.0","25.0",".","5.0","5.0",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","185","3.365","37.3","28.1","21.1","5.9","4.3","1.6","1.6",".",".",".","",".","",".",".",".",".","."
"Junior","","188","3.329","35.6","26.6","22.3","6.4","5.9","1.1","1.6","0.5",".",".","",".","",".",".",".",".","."
"Senior","","208","3.358","36.1","31.3","14.9","8.7","4.3","1.9","1.4","1.0","0.5",".","",".","",".",".",".",".","."
"Undergraduates","","601","3.350","35.9","29.1","19.5","6.8","4.8","1.7","1.5","0.5","0.2",".","",".","",".",".",".",".","."
"Special","","4","",".",".",".",".",".",".",".","50.0",".",".","",".","",".",".",".","50.0","."
"Graduate","","7","4.000","57.1",".",".",".",".",".",".",".",".",".","",".","",".","42.9",".",".","."
"","Dept. Total","612","3.354","35.9","28.6","19.1","6.7","4.7","1.6","1.5","0.8","0.2",".","",".","",".","0.5",".","0.3","."
