"","790
010","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","790
022","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","",""
"Vis Cult: Topics in Vis Cult","802
001","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"AFROAMER
106","Dept. Total","814","3.420","37.6","28.0","20.3","7.0","3.4","0.7","0.5","1.2","",".",".","",".","0.1","1.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.211","30.3","18.2","30.3","12.1","3.0","3.0",".",".","",".",".","",".",".","3.0",".",".","."
"Sophomore","","223","3.239","29.1","28.3","22.0","11.2","6.7","0.9","1.3",".","",".",".","",".",".","0.4",".",".","."
"Junior","","165","3.416","41.8","23.0","21.8","9.1","2.4","1.2","0.6",".","",".",".","",".",".",".",".",".","."
"Senior","","365","3.528","40.3","32.1","19.2","3.6","2.2","0.3",".","1.1","",".",".","",".",".","1.4",".",".","."
"Undergraduates","","786","3.409","37.0","28.5","21.0","7.3","3.6","0.8","0.5","0.5","",".",".","",".",".","0.9",".",".","."
"Special","","6","4.000","50.0",".",".",".",".",".",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","22","3.875","54.5","18.2",".",".",".",".",".","13.6","",".",".","",".","4.5","9.1",".",".","."
"","Dept. Total","814","3.420","37.6","28.0","20.3","7.0","3.4","0.7","0.5","1.2","",".",".","",".","0.1","1.1",".",".","."
