"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","",""
"History of Landscape Arch","260","001","","63","3.395","34.9","30.2","19.0","6.3","7.9",".",".","1.6",".",".",".",".",".",".",".","."
"Landscape Invntry&Eval Meth","262","001","","20","3.368","30.0","20.0","40.0",".","5.0",".",".",".",".",".",".",".","5.0",".",".","."
"Independent Studies","299","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","312","001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","312","002","","9","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graphics for Designers","","Course Total","","19","3.632","31.6","63.2","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Housing and Urban Design","351","001","","18","3.806","61.1","38.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Landscape Arch Technology I","353","001","","17","3.794","64.7","29.4","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sustainabl Residntl Constructn","356","001","","10","3.350","20.0","50.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"Wetlands Ecology","361","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","375","001","","11","3.767","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","375","002","","8","3.188","25.0","12.5","37.5",".","12.5",".",".",".",".",".",".",".","12.5",".",".","."
"","375","003","","24","3.339","33.3","16.7","25.0","8.3","4.2","4.2",".",".",".",".",".",".","4.2","4.2",".","."
"Special Topics","","Course Total","","43","3.441","34.9","23.3","23.3","4.7","4.7","2.3",".",".",".",".",".",".","4.7","2.3",".","."
"Coord Intrnshp/Cooprtv Educ","399","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Open Space Planning&Design","451","001","","19","3.211","26.3","26.3","21.1","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Evolution-American Planning","463","001","","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Senior Project in Land Arc","551","001","","21","3.289","23.8","28.6","19.0","14.3","4.8",".",".",".",".",".",".",".","9.5",".",".","."
"Remote Sensing Digitl Image","556","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Principles-Landscape Ecology","565","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Plant Commun Restoratn&Mgmt","651","001","","7","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cult Rsrce Presrv&Lndsc Hst","677","001","","10","3.600","50.0","40.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Applictn of GIS:Natrl Rsrcs","695","001","","20","2.816","5.0","10.0","30.0","45.0","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","699","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems-Land Arch","","Course Total","","4","***","","","","","","","","","","","","","","","",""
"Research in Landscape Arch","740","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"Independent Studies","999","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
